tpr_a,tpr_b,fpr_a,fpr_b,I1_lo,I1_hi,I0_lo,I0_hi,vbar1,vbar0,cc_hat,ci_lo,ci_hi,ci_width,D,D_lamp,bonferroni_call,bhy_call
0.4117647058823529,1.0,0.04,0.04,0.3600544264299979,0.7838894320978519,0.8156818649911481,0.9999999999999998,0.5882352941176471,1.0,0.4117647058823529,0.23529411764705888,0.6470588235294117,0.4117647058823528,0.4117647058823529,0.4117647058823529,reject,reject
0.4444444444444444,1.0,0.04,0.04,0.3371641564204278,0.7544048187299436,0.8156818649911481,0.9999999999999998,0.5555555555555556,1.0,0.4444444444444444,0.2222222222222222,0.6666666666666667,0.44444444444444453,0.4444444444444444,0.4444444444444444,reject,reject
0.4444444444444444,1.0,0.04,0.04,0.3371641564204278,0.7544048187299436,0.8241207763533424,1.0,0.5555555555555556,1.0,0.4444444444444444,0.2222222222222222,0.668055555555556,0.44583333333333375,0.4444444444444444,0.4444444444444444,reject,reject
0.4736842105263158,1.0,0.04,0.04,0.3170780924511316,0.7267019483882041,0.8241207763533424,1.0,0.5263157894736842,1.0,0.4736842105263158,0.21052631578947367,0.685526315789474,0.4750000000000003,0.4736842105263158,0.4736842105263158,reject,reject
0.44999999999999996,1.0,0.04,0.04,0.3420853424503424,0.7418021417443758,0.8241207763533424,1.0,0.55,1.0,0.44999999999999996,0.25,0.7,0.44999999999999996,0.44999999999999996,0.44999999999999996,reject,reject
0.4285714285714286,1.0,0.04,0.04,0.3654655436930671,0.7553003107462404,0.8241207763533424,1.0,0.5714285714285714,1.0,0.4285714285714286,0.23809523809523814,0.6190476190476191,0.38095238095238093,0.4285714285714286,0.4285714285714286,reject,reject
0.4285714285714286,1.0,0.04,0.04,0.3654655436930671,0.7553003107462404,0.8318207759473837,1.0,0.5714285714285714,1.0,0.4285714285714286,0.23809523809523814,0.6190476190476191,0.38095238095238093,0.4285714285714286,0.4285714285714286,reject,reject
0.4285714285714286,1.0,0.04,0.04,0.3654655436930671,0.7553003107462404,0.8388748419471806,1.0,0.5714285714285714,1.0,0.4285714285714286,0.19047619047619047,0.6666666666666667,0.4761904761904763,0.4285714285714286,0.4285714285714286,reject,reject
0.40909090909090906,1.0,0.04,0.04,0.3873481847631513,0.7674418380352813,0.8388748419471806,1.0,0.5909090909090909,1.0,0.40909090909090906,0.2272727272727273,0.6363636363636364,0.40909090909090906,0.40909090909090906,0.40909090909090906,reject,reject
0.3913043478260869,1.0,0.04,0.04,0.4078552239138172,0.7784237720752205,0.8388748419471806,1.0,0.6086956521739131,1.0,0.3913043478260869,0.17391304347826086,0.5652173913043479,0.39130434782608703,0.3913043478260869,0.3913043478260869,reject,reject
0.375,1.0,0.04,0.04,0.4270996244267428,0.7884063244045122,0.8388748419471806,1.0,0.625,1.0,0.375,0.20729166666666674,0.5833333333333333,0.3760416666666665,0.375,0.375,reject,reject
0.375,1.0,0.04,0.04,0.4270996244267428,0.7884063244045122,0.8453609810751531,1.0,0.625,1.0,0.375,0.20729166666666674,0.5833333333333333,0.3760416666666665,0.375,0.375,reject,reject
0.4,1.0,0.04,0.04,0.40739457358967,0.7659669762225203,0.8453609810751531,1.0,0.6,1.0,0.4,0.19999999999999996,0.6,0.4,0.4,0.4,reject,reject
0.4,1.0,0.04,0.04,0.40739457358967,0.7659669762225203,0.8513451253913792,1.0,0.6,1.0,0.4,0.24,0.6,0.36,0.4,0.4,reject,reject
0.3846153846153846,1.0,0.04,0.04,0.4253485008511553,0.7757140556428721,0.8513451253913792,1.0,0.6153846153846154,1.0,0.3846153846153846,0.1923076923076923,0.5769230769230769,0.3846153846153846,0.3846153846153846,0.3846153846153846,reject,reject
0.3846153846153846,1.0,0.04,0.04,0.4253485008511553,0.7757140556428721,0.8568833815495732,1.0,0.6153846153846154,1.0,0.3846153846153846,0.2298076923076923,0.5778846153846156,0.3480769230769233,0.3846153846153846,0.3846153846153846,reject,reject
0.37037037037037035,1.0,0.04,0.04,0.44229234412102386,0.784674870390344,0.8568833815495732,1.0,0.6296296296296297,1.0,0.37037037037037035,0.2212962962962963,0.5185185185185186,0.2972222222222223,0.37037037037037035,0.37037037037037035,reject,reject
0.37037037037037035,1.0,0.04,0.04,0.44229234412102386,0.784674870390344,0.8620237953250198,1.0,0.6296296296296297,1.0,0.37037037037037035,0.18518518518518523,0.5555555555555556,0.37037037037037035,0.37037037037037035,0.37037037037037035,reject,reject
0.37037037037037035,1.0,0.04,0.04,0.44229234412102386,0.784674870390344,0.8668077490609516,1.0,0.6296296296296297,1.0,0.37037037037037035,0.18518518518518523,0.5185185185185186,0.33333333333333337,0.37037037037037035,0.37037037037037035,reject,reject
0.37037037037037035,1.0,0.04,0.04,0.44229234412102386,0.784674870390344,0.8712710781407849,1.0,0.6296296296296297,1.0,0.37037037037037035,0.18518518518518523,0.5555555555555556,0.37037037037037035,0.37037037037037035,0.37037037037037035,reject,reject
0.3571428571428571,1.0,0.04,0.04,0.4583030651442781,0.7929417049226233,0.8712710781407849,1.0,0.6428571428571429,1.0,0.3571428571428571,0.1785714285714286,0.5714285714285714,0.3928571428571428,0.3571428571428571,0.3571428571428571,reject,reject
0.3571428571428571,1.0,0.04,0.04,0.4583030651442781,0.7929417049226233,0.8754449702581331,1.0,0.6428571428571429,1.0,0.3571428571428571,0.1785714285714286,0.5366071428571431,0.35803571428571446,0.3571428571428571,0.3571428571428571,reject,reject
0.3793103448275862,1.0,0.04,0.04,0.4400254420598852,0.7731197789919015,0.8754449702581331,1.0,0.6206896551724138,1.0,0.3793103448275862,0.24137931034482762,0.5517241379310345,0.31034482758620685,0.3793103448275862,0.3793103448275862,reject,reject
0.3666666666666667,1.0,0.04,0.04,0.45513563654794875,0.7812607919389929,0.8754449702581331,1.0,0.6333333333333333,1.0,0.3666666666666667,0.19999999999999996,0.5666666666666667,0.3666666666666667,0.3666666666666667,0.3666666666666667,reject,reject
0.3666666666666667,1.0,0.04,0.04,0.45513563654794875,0.7812607919389929,0.8793566952341545,1.0,0.6333333333333333,1.0,0.3666666666666667,0.19999999999999996,0.5341666666666669,0.33416666666666694,0.3666666666666667,0.3666666666666667,reject,reject
0.3666666666666667,1.0,0.04,0.04,0.45513563654794875,0.7812607919389929,0.8830302015002593,1.0,0.6333333333333333,1.0,0.3666666666666667,0.19999999999999996,0.5333333333333333,0.33333333333333337,0.3666666666666667,0.3666666666666667,reject,reject
0.3666666666666667,1.0,0.04,0.04,0.45513563654794875,0.7812607919389929,0.8864866068260313,1.0,0.6333333333333333,1.0,0.3666666666666667,0.19999999999999996,0.5333333333333333,0.33333333333333337,0.3666666666666667,0.3666666666666667,reject,reject
0.3870967741935484,1.0,0.04,0.04,0.4382410861966074,0.7626689857961975,0.8864866068260313,1.0,0.6129032258064516,1.0,0.3870967741935484,0.22580645161290325,0.5483870967741935,0.32258064516129026,0.3870967741935484,0.3870967741935484,reject,reject
0.3870967741935484,1.0,0.04,0.04,0.4382410861966074,0.7626689857961975,0.889744604539564,1.0,0.6129032258064516,1.0,0.3870967741935484,0.22580645161290325,0.5806451612903225,0.35483870967741926,0.3870967741935484,0.3870967741935484,reject,reject
0.3870967741935484,1.0,0.04,0.04,0.4382410861966074,0.7626689857961975,0.8928208017449295,1.0,0.6129032258064516,1.0,0.3870967741935484,0.22580645161290325,0.5814516129032259,0.35564516129032264,0.3870967741935484,0.3870967741935484,reject,reject
0.3870967741935484,1.0,0.04,0.04,0.4382410861966074,0.7626689857961975,0.8957300024575479,0.9999999999999998,0.6129032258064516,1.0,0.3870967741935484,0.22580645161290325,0.5483870967741935,0.32258064516129026,0.3870967741935484,0.3870967741935484,reject,reject
0.375,1.0,0.04,0.04,0.4525440735307745,0.7706611269054578,0.8957300024575479,0.9999999999999998,0.625,1.0,0.375,0.1875,0.53125,0.34375,0.375,0.375,reject,reject
0.36363636363636365,1.0,0.04,0.04,0.4661617830226639,0.7781282176475764,0.8957300024575479,0.9999999999999998,0.6363636363636364,1.0,0.36363636363636365,0.21212121212121215,0.5151515151515151,0.303030303030303,0.36363636363636365,0.36363636363636365,reject,reject
0.3529411764705882,1.0,0.04,0.04,0.47913963119781744,0.785120794051205,0.8957300024575479,0.9999999999999998,0.6470588235294118,1.0,0.3529411764705882,0.20588235294117652,0.5294117647058824,0.32352941176470584,0.3529411764705882,0.3529411764705882,reject,reject
0.37142857142857144,1.0,0.04,0.04,0.4633693684359532,0.7683418049663429,0.8957300024575479,0.9999999999999998,0.6285714285714286,1.0,0.37142857142857144,0.22857142857142854,0.5428571428571429,0.3142857142857144,0.37142857142857144,0.37142857142857144,reject,reject
0.36111111111111116,1.0,0.04,0.04,0.47575075485558044,0.7752440705348462,0.8957300024575479,0.9999999999999998,0.6388888888888888,1.0,0.36111111111111116,0.2222222222222222,0.5277777777777778,0.3055555555555556,0.36111111111111116,0.36111111111111116,reject,reject
0.3783783783783784,1.0,0.04,0.04,0.46100430439217654,0.7593600082420174,0.8957300024575479,0.9999999999999998,0.6216216216216216,1.0,0.3783783783783784,0.2432432432432432,0.5405405405405406,0.29729729729729737,0.3783783783783784,0.3783783783783784,reject,reject
0.39473684210526316,1.0,0.04,0.04,0.4471786799604255,0.7440192425183989,0.8957300024575479,0.9999999999999998,0.6052631578947368,1.0,0.39473684210526316,0.23684210526315785,0.5526315789473684,0.3157894736842105,0.39473684210526316,0.39473684210526316,reject,reject
0.39473684210526316,1.0,0.04,0.04,0.4471786799604255,0.7440192425183989,0.8984854458466763,1.0,0.6052631578947368,1.0,0.39473684210526316,0.23684210526315785,0.5269736842105266,0.29013157894736874,0.39473684210526316,0.39473684210526316,reject,reject
0.39473684210526316,1.0,0.04,0.04,0.4471786799604255,0.7440192425183989,0.901099007675596,1.0,0.6052631578947368,1.0,0.39473684210526316,0.26315789473684215,0.5532894736842107,0.2901315789473685,0.39473684210526316,0.39473684210526316,reject,reject
0.3846153846153846,1.0,0.04,0.04,0.45899061456925083,0.7510862653443866,0.901099007675596,1.0,0.6153846153846154,1.0,0.3846153846153846,0.2564102564102564,0.5641025641025641,0.3076923076923077,0.3846153846153846,0.3846153846153846,reject,reject
0.4,1.0,0.04,0.04,0.4459589366034619,0.7365167431570807,0.901099007675596,1.0,0.6,1.0,0.4,0.25,0.55,0.30000000000000004,0.4,0.4,reject,reject
0.4,1.0,0.04,0.04,0.4459589366034619,0.7365167431570807,0.9035813714055363,1.0,0.6,1.0,0.4,0.27437500000000004,0.575,0.3006249999999999,0.4,0.4,reject,reject
0.41463414634146345,1.0,0.04,0.04,0.43367103134030127,0.7224345054574786,0.9035813714055363,1.0,0.5853658536585366,1.0,0.41463414634146345,0.2682926829268293,0.5609756097560976,0.29268292682926833,0.41463414634146345,0.41463414634146345,reject,reject
0.41463414634146345,1.0,0.04,0.04,0.43367103134030127,0.7224345054574786,0.9059421741627975,1.0,0.5853658536585366,1.0,0.41463414634146345,0.29207317073170735,0.5609756097560976,0.26890243902439026,0.41463414634146345,0.41463414634146345,reject,reject
0.40476190476190477,1.0,0.04,0.04,0.44494312750039344,0.7295713885251865,0.9059421741627975,1.0,0.5952380952380952,1.0,0.40476190476190477,0.26190476190476186,0.524404761904762,0.2625000000000002,0.40476190476190477,0.40476190476190477,reject,reject
0.41860465116279066,1.0,0.04,0.04,0.43328577386964223,0.716154490721508,0.9059421741627975,1.0,0.5813953488372093,1.0,0.41860465116279066,0.2790697674418605,0.5813953488372092,0.3023255813953487,0.41860465116279066,0.41860465116279066,reject,reject
0.41860465116279066,1.0,0.04,0.04,0.43328577386964223,0.716154490721508,0.9081901317744159,0.9999999999999998,0.5813953488372093,1.0,0.41860465116279066,0.2790697674418605,0.5587209302325583,0.2796511627906978,0.41860465116279066,0.41860465116279066,reject,reject
0.41860465116279066,1.0,0.04,0.04,0.43328577386964223,0.716154490721508,0.9103331462924287,1.0,0.5813953488372093,1.0,0.41860465116279066,0.2558139534883721,0.5581395348837209,0.3023255813953488,0.41860465116279066,0.41860465116279066,reject,reject
0.41860465116279066,1.0,0.04,0.04,0.43328577386964223,0.716154490721508,0.9123783988027133,0.9999999999999998,0.5813953488372093,1.0,0.41860465116279066,0.2784883720930233,0.53546511627907,0.2569767441860467,0.41860465116279066,0.41860465116279066,reject,reject
0.43181818181818177,1.0,0.04,0.04,0.4222414699362944,0.7031727659148219,0.9123783988027133,0.9999999999999998,0.5681818181818182,1.0,0.43181818181818177,0.2948863636363636,0.5909090909090908,0.2960227272727272,0.43181818181818177,0.43181818181818177,reject,reject
0.43181818181818177,1.0,0.04,0.04,0.4222414699362944,0.7031727659148219,0.9143324298155683,1.0,0.5681818181818182,1.0,0.43181818181818177,0.2954545454545454,0.5909090909090908,0.2954545454545454,0.43181818181818177,0.43181818181818177,reject,reject
0.4222222222222223,1.0,0.04,0.04,0.4330078870920314,0.710312975327297,0.9143324298155683,1.0,0.5777777777777777,1.0,0.4222222222222223,0.2666666666666667,0.5333333333333333,0.2666666666666666,0.4222222222222223,0.4222222222222223,reject,reject
0.4347826086956522,1.0,0.04,0.04,0.4224743369429499,0.6979073722198005,0.9143324298155683,1.0,0.5652173913043478,1.0,0.4347826086956522,0.28260869565217395,0.5652173913043479,0.28260869565217395,0.4347826086956522,0.4347826086956522,reject,reject
0.4347826086956522,1.0,0.04,0.04,0.4224743369429499,0.6979073722198005,0.916201209134296,1.0,0.5652173913043478,1.0,0.4347826086956522,0.28260869565217395,0.5652173913043479,0.28260869565217395,0.4347826086956522,0.4347826086956522,reject,reject
0.42553191489361697,1.0,0.04,0.04,0.4328191934549279,0.7048637165632003,0.916201209134296,1.0,0.574468085106383,1.0,0.42553191489361697,0.29734042553191486,0.5750000000000002,0.2776595744680853,0.42553191489361697,0.42553191489361697,reject,reject
0.41666666666666663,1.0,0.04,0.04,0.4428133228397628,0.7115033222158843,0.916201209134296,1.0,0.5833333333333334,1.0,0.41666666666666663,0.29166666666666663,0.5625,0.27083333333333337,0.41666666666666663,0.41666666666666663,reject,reject
0.41666666666666663,1.0,0.04,0.04,0.4428133228397628,0.7115033222158843,0.9179901967742088,1.0,0.5833333333333334,1.0,0.41666666666666663,0.29166666666666663,0.5833333333333333,0.29166666666666663,0.41666666666666663,0.41666666666666663,reject,reject
0.4285714285714286,1.0,0.04,0.04,0.4327049309001736,0.6997668092111841,0.9179901967742088,1.0,0.5714285714285714,1.0,0.4285714285714286,0.2857142857142857,0.5510204081632653,0.26530612244897955,0.4285714285714286,0.4285714285714286,reject,reject
0.4285714285714286,1.0,0.04,0.04,0.4327049309001736,0.6997668092111841,0.9197043962415193,1.0,0.5714285714285714,1.0,0.4285714285714286,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.4285714285714286,0.4285714285714286,reject,reject
0.42000000000000004,1.0,0.04,0.04,0.4423344176857824,0.7062499664528801,0.9197043962415193,1.0,0.58,1.0,0.42000000000000004,0.30000000000000004,0.54,0.24,0.42000000000000004,0.42000000000000004,reject,reject
0.42000000000000004,1.0,0.04,0.04,0.4423344176857824,0.7062499664528801,0.9213484012671117,1.0,0.58,1.0,0.42000000000000004,0.30000000000000004,0.56,0.26,0.42000000000000004,0.42000000000000004,reject,reject
0.42000000000000004,1.0,0.04,0.04,0.4423344176857824,0.7062499664528801,0.9229264369144196,0.9999999999999998,0.58,1.0,0.42000000000000004,0.29950000000000004,0.56,0.2605,0.42000000000000004,0.42000000000000004,reject,reject
0.42000000000000004,1.0,0.04,0.04,0.4423344176857824,0.7062499664528801,0.9244423958360036,1.0,0.58,1.0,0.42000000000000004,0.29950000000000004,0.54,0.2405,0.42000000000000004,0.42000000000000004,reject,reject
0.4117647058823529,1.0,0.04,0.04,0.4516533720637157,0.7124560479541905,0.9244423958360036,1.0,0.5882352941176471,1.0,0.4117647058823529,0.27450980392156865,0.5686274509803921,0.2941176470588235,0.4117647058823529,0.4117647058823529,reject,reject
0.40384615384615385,1.0,0.04,0.04,0.46067575484861517,0.7184026612814113,0.9244423958360036,1.0,0.5961538461538461,1.0,0.40384615384615385,0.2692307692307693,0.5576923076923077,0.28846153846153844,0.40384615384615385,0.40384615384615385,reject,reject
0.39622641509433965,1.0,0.04,0.04,0.4694147867320553,0.7241059326199831,0.9244423958360036,1.0,0.6037735849056604,1.0,0.39622641509433965,0.26415094339622647,0.5476415094339624,0.2834905660377359,0.39622641509433965,0.39622641509433965,reject,reject
0.39622641509433965,1.0,0.04,0.04,0.4694147867320553,0.7241059326199831,0.9258998703338824,0.9999999999999998,0.6037735849056604,1.0,0.39622641509433965,0.28301886792452835,0.5283018867924528,0.24528301886792447,0.39622641509433965,0.39622641509433965,reject,reject
0.40740740740740744,1.0,0.04,0.04,0.4596684934349057,0.7132178791408542,0.9258998703338824,0.9999999999999998,0.5925925925925926,1.0,0.40740740740740744,0.2777777777777778,0.537037037037037,0.2592592592592592,0.40740740740740744,0.40740740740740744,reject,reject
0.40740740740740744,1.0,0.04,0.04,0.4596684934349057,0.7132178791408542,0.9273021807795037,1.0,0.5925925925925926,1.0,0.40740740740740744,0.2777777777777778,0.5375000000000001,0.2597222222222223,0.40740740740740744,0.40740740740740744,reject,reject
0.40740740740740744,1.0,0.04,0.04,0.4596684934349057,0.7132178791408542,0.9286524008666414,1.0,0.5925925925925926,1.0,0.40740740740740744,0.2777777777777778,0.5375000000000001,0.2597222222222223,0.40740740740740744,0.40740740740740744,reject,reject
0.4,1.0,0.04,0.04,0.4681279921012139,0.7188150276753688,0.9286524008666414,1.0,0.6,1.0,0.4,0.2909090909090909,0.5095454545454546,0.21863636363636374,0.4,0.4,reject,reject
0.4,1.0,0.04,0.04,0.4681279921012139,0.7188150276753688,0.9299533801014684,0.9999999999999998,0.6,1.0,0.4,0.2909090909090909,0.5277272727272729,0.23681818181818204,0.4,0.4,reject,reject
0.4,1.0,0.04,0.04,0.4681279921012139,0.7188150276753688,0.9312077638761377,1.0,0.6,1.0,0.4,0.2909090909090909,0.5272727272727273,0.23636363636363644,0.4,0.4,reject,reject
0.3928571428571429,1.0,0.04,0.04,0.4763340280042271,0.7241958426988949,0.9312077638761377,1.0,0.6071428571428571,1.0,0.3928571428571429,0.2678571428571429,0.5178571428571428,0.2499999999999999,0.3928571428571429,0.3928571428571429,reject,reject
0.3928571428571429,1.0,0.04,0.04,0.4763340280042271,0.7241958426988949,0.9324180114234583,1.0,0.6071428571428571,1.0,0.3928571428571429,0.2857142857142857,0.5183035714285714,0.23258928571428572,0.3928571428571429,0.3928571428571429,reject,reject
0.3928571428571429,1.0,0.04,0.04,0.4763340280042271,0.7241958426988949,0.9335864119091036,1.0,0.6071428571428571,1.0,0.3928571428571429,0.2678571428571429,0.5004464285714286,0.23258928571428572,0.3928571428571429,0.3928571428571429,reject,reject
0.3928571428571429,1.0,0.04,0.04,0.4763340280042271,0.7241958426988949,0.9347150988829135,0.9999999999999998,0.6071428571428571,1.0,0.3928571428571429,0.25,0.5183035714285714,0.2683035714285714,0.3928571428571429,0.3928571428571429,reject,reject
0.38596491228070173,1.0,0.04,0.04,0.4842973291580958,0.7293727611385935,0.9347150988829135,0.9999999999999998,0.6140350877192983,1.0,0.38596491228070173,0.2627192982456141,0.5087719298245614,0.24605263157894736,0.38596491228070173,0.38596491228070173,reject,reject
0.3793103448275862,1.0,0.04,0.04,0.492028071927689,0.7343572732271242,0.9347150988829135,0.9999999999999998,0.6206896551724138,1.0,0.3793103448275862,0.2586206896551724,0.48275862068965514,0.22413793103448276,0.3793103448275862,0.3793103448275862,reject,reject
0.38983050847457623,1.0,0.04,0.04,0.4826634180541162,0.7242063816603203,0.9347150988829135,0.9999999999999998,0.6101694915254238,1.0,0.38983050847457623,0.27118644067796616,0.5084745762711864,0.23728813559322026,0.38983050847457623,0.38983050847457623,reject,reject
0.4,1.0,0.04,0.04,0.47366053492040755,0.7143050946511744,0.9347150988829135,0.9999999999999998,0.6,1.0,0.4,0.2833333333333333,0.5170833333333333,0.23375,0.4,0.4,reject,reject
0.4098360655737705,1.0,0.04,0.04,0.46499792273006935,0.7046466256817464,0.9347150988829135,0.9999999999999998,0.5901639344262295,1.0,0.4098360655737705,0.2786885245901639,0.5250000000000001,0.24631147540983622,0.4098360655737705,0.4098360655737705,reject,reject
0.4098360655737705,1.0,0.04,0.04,0.46499792273006935,0.7046466256817464,0.9358060632812366,1.0,0.5901639344262295,1.0,0.4098360655737705,0.294672131147541,0.5245901639344263,0.22991803278688527,0.4098360655737705,0.4098360655737705,reject,reject
0.4032258064516129,1.0,0.04,0.04,0.47250467700400245,0.7097513090408932,0.9358060632812366,1.0,0.5967741935483871,1.0,0.4032258064516129,0.27419354838709675,0.5326612903225807,0.25846774193548394,0.4032258064516129,0.4032258064516129,reject,reject
